S_INFO_WINDCODE,ETF_CLASS_NAME,FUND_NAME,FUND_FULLNAME,FUND_MANAGER,S_INFO_INDEXWINDCODE,ENTRY_DT,REMOVE_DT
159296.SZ,策略指数ETF,A500红利低波ETF,华宝中证A500红利低波动交易型开放式指数证券投资基金,华宝基金,932422.CSI,20250827,
589020.SH,主题指数ETF,科创半导体ETF鹏华,鹏华上证科创板半导体材料设备主题交易型开放式指数证券投资基金,鹏华基金,950125.CSI,20250827,
159101.SZ,跨境ETF,港股通科技ETF基金,华夏国证港股通科技交易型开放式指数证券投资基金,华夏基金,987008.CNI,20250826,
563320.SH,主题指数ETF,通用航空ETF,华泰柏瑞中证通用航空主题交易型开放式指数证券投资基金,华泰柏瑞基金,931855.CSI,20250825,
563320.SH,股票型ETF,通用航空ETF,华泰柏瑞中证通用航空主题交易型开放式指数证券投资基金,华泰柏瑞基金,931855.CSI,20250825,
159101.SZ,跨境主题指数ETF,港股通科技ETF基金,华夏国证港股通科技交易型开放式指数证券投资基金,华夏基金,987008.CNI,20250826,
159292.SZ,股票型ETF,创业板综增强ETF华宝,华宝创业板综合增强策略交易型开放式指数证券投资基金,华宝基金,399102.SZ,20250820,
159292.SZ,规模指数ETF,创业板综增强ETF华宝,华宝创业板综合增强策略交易型开放式指数证券投资基金,华宝基金,399102.SZ,20250820,
159281.SZ,跨境ETF,港股通央企红利ETF天弘,天弘中证港股通央企红利交易型开放式指数证券投资基金,天弘基金,931233.CSI,20250820,
159286.SZ,跨境ETF,港股创新药ETF鹏华,鹏华国证港股通创新药交易型开放式指数证券投资基金,鹏华基金,987018.CNI,20250820,
159286.SZ,跨境主题指数ETF,港股创新药ETF鹏华,鹏华国证港股通创新药交易型开放式指数证券投资基金,鹏华基金,987018.CNI,20250820,
159281.SZ,跨境策略指数ETF,港股通央企红利ETF天弘,天弘中证港股通央企红利交易型开放式指数证券投资基金,天弘基金,931233.CSI,20250820,
159291.SZ,股票型ETF,创业板综增强ETF招商,招商创业板综合增强策略交易型开放式指数证券投资基金,招商基金,399102.SZ,20250820,
560770.SH,股票型ETF,机器人指数ETF,招商中证机器人交易型开放式指数证券投资基金,招商基金,h30590.CSI,20250821,
560770.SH,主题指数ETF,机器人指数ETF,招商中证机器人交易型开放式指数证券投资基金,招商基金,h30590.CSI,20250821,
159291.SZ,规模指数ETF,创业板综增强ETF招商,招商创业板综合增强策略交易型开放式指数证券投资基金,招商基金,399102.SZ,20250820,
588690.SH,股票型ETF,科创指数增强ETF,银华上证科创板综合增强策略交易型开放式指数证券投资基金,银华基金,000680.SH,20250820,
530530.SH,股票型ETF,上证580ETF华夏,华夏上证580交易型开放式指数证券投资基金,华夏基金,950580.CSI,20250820,
159500.SZ,股票型ETF,500ETF,富国中证500交易型开放式指数证券投资基金,富国基金,000905.SH,20250820,
159500.SZ,规模指数ETF,500ETF,富国中证500交易型开放式指数证券投资基金,富国基金,000905.SH,20250820,
588690.SH,规模指数ETF,科创指数增强ETF,银华上证科创板综合增强策略交易型开放式指数证券投资基金,银华基金,000680.SH,20250820,
530530.SH,规模指数ETF,上证580ETF华夏,华夏上证580交易型开放式指数证券投资基金,华夏基金,950580.CSI,20250820,
159259.SZ,风格指数ETF,成长ETF,易方达国证成长100交易型开放式指数证券投资基金,易方达基金,980080.CNI,20250820,
159259.SZ,股票型ETF,成长ETF,易方达国证成长100交易型开放式指数证券投资基金,易方达基金,980080.CNI,20250820,
589090.SH,主题指数ETF,科创AIETF鹏华,鹏华上证科创板人工智能交易型开放式指数证券投资基金,鹏华基金,950180.CSI,20250813,
589090.SH,股票型ETF,科创AIETF鹏华,鹏华上证科创板人工智能交易型开放式指数证券投资基金,鹏华基金,950180.CSI,20250813,
159287.SZ,规模指数ETF,创业板综ETF博时,博时创业板综合交易型开放式指数证券投资基金,博时基金,399102.SZ,20250815,
159287.SZ,股票型ETF,创业板综ETF博时,博时创业板综合交易型开放式指数证券投资基金,博时基金,399102.SZ,20250815,
520840.SH,跨境行业指数ETF,港股通恒生科技ETF,华安恒生港股通科技主题交易型开放式指数证券投资基金,华安基金,HSSCITI.HI,20250814,
520840.SH,跨境ETF,港股通恒生科技ETF,华安恒生港股通科技主题交易型开放式指数证券投资基金,华安基金,HSSCITI.HI,20250814,
159283.SZ,股票型ETF,通用航空ETF南方,南方中证通用航空主题交易型开放式指数证券投资基金,南方基金,931855.CSI,20250813,
159283.SZ,主题指数ETF,通用航空ETF南方,南方中证通用航空主题交易型开放式指数证券投资基金,南方基金,931855.CSI,20250813,
159369.SZ,股票型ETF,创业板50ETF易方达,易方达创业板50交易型开放式指数证券投资基金,易方达基金,399673.SZ,20250813,
159369.SZ,规模指数ETF,创业板50ETF易方达,易方达创业板50交易型开放式指数证券投资基金,易方达基金,399673.SZ,20250813,
563620.SH,股票型ETF,自由现金流全指ETF,兴业中证全指自由现金流交易型开放式指数证券投资基金,兴业基金,932365.CSI,20250806,
563620.SH,策略指数ETF,自由现金流全指ETF,兴业中证全指自由现金流交易型开放式指数证券投资基金,兴业基金,932365.CSI,20250806,
520620.SH,跨境ETF,港股通消费ETF,嘉实恒生消费交易型开放式指数证券投资基金,嘉实基金,HSCGSI.HI,20250811,
520670.SH,跨境行业指数ETF,港股通科技ETF嘉实,嘉实恒生港股通科技主题交易型开放式指数证券投资基金,嘉实基金,HSSCITI.HI,20250804,
520670.SH,跨境ETF,港股通科技ETF嘉实,嘉实恒生港股通科技主题交易型开放式指数证券投资基金,嘉实基金,HSSCITI.HI,20250804,
520620.SH,跨境行业指数ETF,港股通消费ETF,嘉实恒生消费交易型开放式指数证券投资基金,嘉实基金,HSCGSI.HI,20250811,
159280.SZ,跨境ETF,港股通互联网ETF汇添富,汇添富国证港股通互联网交易型开放式指数证券投资基金,汇添富基金,987022.CNI,20250806,
589050.SH,规模指数ETF,科创综指ETF兴业,兴业上证科创板综合价格交易型开放式指数证券投资基金,兴业基金,000681.SH,20250730,
512370.SH,股票型ETF,A500增强ETF基金,华夏中证A500增强策略交易型开放式指数证券投资基金,华夏基金,000510.SH,20250806,
159280.SZ,跨境主题指数ETF,港股通互联网ETF汇添富,汇添富国证港股通互联网交易型开放式指数证券投资基金,汇添富基金,987022.CNI,20250806,
512370.SH,规模指数ETF,A500增强ETF基金,华夏中证A500增强策略交易型开放式指数证券投资基金,华夏基金,000510.SH,20250806,
589050.SH,股票型ETF,科创综指ETF兴业,兴业上证科创板综合价格交易型开放式指数证券投资基金,兴业基金,000681.SH,20250730,
159277.SZ,跨境ETF,港股通红利ETF富国,富国中证港股通高股息投资交易型开放式指数证券投资基金,富国基金,930914.CSI,20250805,
159277.SZ,跨境主题指数ETF,港股通红利ETF富国,富国中证港股通高股息投资交易型开放式指数证券投资基金,富国基金,930914.CSI,20250805,
512030.SH,规模指数ETF,中证A50增强ETF易方达,易方达中证A50增强策略交易型开放式指数证券投资基金,易方达基金,930050.CSI,20250728,
512030.SH,股票型ETF,中证A50增强ETF易方达,易方达中证A50增强策略交易型开放式指数证券投资基金,易方达基金,930050.CSI,20250728,
159278.SZ,股票型ETF,机器人ETF鹏华,鹏华国证机器人产业交易型开放式指数证券投资基金,鹏华基金,980022.CNI,20250730,
159278.SZ,主题指数ETF,机器人ETF鹏华,鹏华国证机器人产业交易型开放式指数证券投资基金,鹏华基金,980022.CNI,20250730,
589850.SH,股票型ETF,科创50ETF东财,西藏东财上证科创板50成份交易型开放式指数证券投资基金,东财基金,000688.SH,20250801,
159271.SZ,跨境ETF,恒生指数ETF,鹏华恒生交易型开放式指数证券投资基金,鹏华基金,HSI.HI,20250730,
589850.SH,规模指数ETF,科创50ETF东财,西藏东财上证科创板50成份交易型开放式指数证券投资基金,东财基金,000688.SH,20250801,
159271.SZ,跨境规模指数ETF,恒生指数ETF,鹏华恒生交易型开放式指数证券投资基金,鹏华基金,HSI.HI,20250730,
589200.SH,股票型ETF,科创200ETF工银,工银瑞信上证科创板200交易型开放式指数证券投资基金,工银瑞信基金,000699.SH,20250723,
589200.SH,规模指数ETF,科创200ETF工银,工银瑞信上证科创板200交易型开放式指数证券投资基金,工银瑞信基金,000699.SH,20250723,
520970.SH,跨境主题指数ETF,港股通创新药ETF嘉实,嘉实中证港股通创新药交易型开放式指数证券投资基金,嘉实基金,931250.CSI,20250730,
520970.SH,跨境ETF,港股通创新药ETF嘉实,嘉实中证港股通创新药交易型开放式指数证券投资基金,嘉实基金,931250.CSI,20250730,
520510.SH,跨境主题指数ETF,港股通医疗ETF,华夏中证港股通医疗主题交易型开放式指数证券投资基金,华夏基金,932069.CSI,20250728,
520510.SH,跨境ETF,港股通医疗ETF,华夏中证港股通医疗主题交易型开放式指数证券投资基金,华夏基金,932069.CSI,20250728,
159273.SZ,股票型ETF,云计算ETF汇添富,汇添富中证沪港深云计算产业交易型开放式指数证券投资基金,汇添富基金,931470.CSI,20250728,
159273.SZ,主题指数ETF,云计算ETF汇添富,汇添富中证沪港深云计算产业交易型开放式指数证券投资基金,汇添富基金,931470.CSI,20250728,
560120.SH,股票型ETF,现金流500ETF,华夏中证500自由现金流交易型开放式指数证券投资基金,华夏基金,932367.CSI,20250723,
560120.SH,策略指数ETF,现金流500ETF,华夏中证500自由现金流交易型开放式指数证券投资基金,华夏基金,932367.CSI,20250723,
159256.SZ,股票型ETF,创业板软件ETF华夏,华夏创业板软件交易型开放式指数证券投资基金,华夏基金,399264.SZ,20250724,
159256.SZ,主题指数ETF,创业板软件ETF华夏,华夏创业板软件交易型开放式指数证券投资基金,华夏基金,399264.SZ,20250724,
159255.SZ,主题指数ETF,通用航空ETF易方达,易方达国证通用航空产业交易型开放式指数证券投资基金,易方达基金,980076.CNI,20250725,
159255.SZ,股票型ETF,通用航空ETF易方达,易方达国证通用航空产业交易型开放式指数证券投资基金,易方达基金,980076.CNI,20250725,
588980.SH,规模指数ETF,科创100ETF广发,广发上证科创板100交易型开放式指数证券投资基金,广发基金,000698.SH,20250723,
588980.SH,股票型ETF,科创100ETF广发,广发上证科创板100交易型开放式指数证券投资基金,广发基金,000698.SH,20250723,
159267.SZ,股票型ETF,航天ETF,华安国证航天航空行业交易型开放式指数证券投资基金,华安基金,CN5082.CNI,20250721,
520690.SH,跨境行业指数ETF,港股创新药精选ETF,博时恒生港股通创新药精选交易型开放式指数证券投资基金,博时基金,HSSCPB.HI,20250723,
520690.SH,跨境ETF,港股创新药精选ETF,博时恒生港股通创新药精选交易型开放式指数证券投资基金,博时基金,HSSCPB.HI,20250723,
159266.SZ,跨境ETF,港股通央企红利ETF,永赢中证港股通央企红利交易型开放式指数证券投资基金,永赢基金,931233.CSI,20250723,
159267.SZ,行业指数ETF,航天ETF,华安国证航天航空行业交易型开放式指数证券投资基金,华安基金,CN5082.CNI,20250721,
159258.SZ,股票型ETF,机器人ETF南方,南方中证机器人交易型开放式指数证券投资基金,南方基金,h30590.CSI,20250724,
159258.SZ,主题指数ETF,机器人ETF南方,南方中证机器人交易型开放式指数证券投资基金,南方基金,h30590.CSI,20250724,
159266.SZ,跨境策略指数ETF,港股通央企红利ETF,永赢中证港股通央企红利交易型开放式指数证券投资基金,永赢基金,931233.CSI,20250723,
512520.SH,规模指数ETF,MSCIETF,华泰柏瑞MSCI中国A股国际通交易型开放式指数证券投资基金,华泰柏瑞基金,716567L.MI,20180426,
512520.SH,股票型ETF,MSCIETF,华泰柏瑞MSCI中国A股国际通交易型开放式指数证券投资基金,华泰柏瑞基金,716567L.MI,20180426,
159276.SZ,股票型ETF,现金流ETF汇添富,汇添富国证自由现金流交易型开放式指数证券投资基金,汇添富基金,980092.CNI,20250717,
159276.SZ,策略指数ETF,现金流ETF汇添富,汇添富国证自由现金流交易型开放式指数证券投资基金,汇添富基金,980092.CNI,20250717,
159257.SZ,股票型ETF,航空ETF基金,汇添富国证通用航空产业交易型开放式指数证券投资基金,汇添富基金,980076.CNI,20250716,
159257.SZ,主题指数ETF,航空ETF基金,汇添富国证通用航空产业交易型开放式指数证券投资基金,汇添富基金,980076.CNI,20250716,
588920.SH,主题指数ETF,科创芯片ETF指数,鹏华上证科创板芯片交易型开放式指数证券投资基金,鹏华基金,000685.SH,20250716,
588920.SH,股票型ETF,科创芯片ETF指数,鹏华上证科创板芯片交易型开放式指数证券投资基金,鹏华基金,000685.SH,20250716,
589550.SH,股票型ETF,科创价值ETF华夏,华夏上证智选科创板价值50策略交易型开放式指数证券投资基金,华夏基金,950228.SH,20250716,
589550.SH,策略指数ETF,科创价值ETF华夏,华夏上证智选科创板价值50策略交易型开放式指数证券投资基金,华夏基金,950228.SH,20250716,
520860.SH,跨境主题指数ETF,港股通科技ETF富国,富国中证港股通科技交易型开放式指数证券投资基金,富国基金,931573.CSI,20250716,
520860.SH,跨境ETF,港股通科技ETF富国,富国中证港股通科技交易型开放式指数证券投资基金,富国基金,931573.CSI,20250716,
562870.SH,行业指数ETF,证券ETF嘉实,嘉实中证全指证券公司交易型开放式指数证券投资基金,嘉实基金,399975.SZ,20250717,
